,alpha,beta,omega_ini,seuil_acc,user,cluster,id_user,nojour,tyrep,avecqui,repas,substitution,reponse,omega,epsilon
454,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,23,gouter,accompagne,"['eau du robinet', 'beignets, crêpes et gaufres']",(),False,0.16999999999999998,0.6947000000000021
455,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,23,diner,accompagne,"['eau du robinet', 'légumes feuilles', 'huile', 'mollusques et coquillage']",(),False,0.23000000000000004,0.716200000000002
456,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,23,diner,seul,"['eau du robinet', 'eau minérale gazeuse', 'sauces', 'pâtes alimentaires', 'légumes feuilles', 'mélanges de légumes, légumes préparés et autres légumes', 'huile', 'fromage blanc et petits suisses']",(),False,0.06999999999999998,0.711900000000002
457,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,23,diner,seul,"['pâtes alimentaires', 'autres sandwichs', 'biscuits salés pour apéritif']",(),False,0.2,0.7186000000000012
458,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,23,diner,seul,"['eau du robinet', 'eau minérale plate', 'pain', 'volailles et lapins']","('pain', 'pâtes alimentaires')",False,0.19,0.6766000000000014
459,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,23,diner,seul,"['pain', 'poissons de mer', 'beignets, crêpes et gaufres', 'fruits']","('beignets, crêpes et gaufres', 'fruits')",True,0.16999999999999998,0.6904000000000021
460,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,24,petit-dejeuner,seul,"['café', 'eau du robinet', 'pain', 'confiture et miel', 'sucre et assimilés']","('sucre et assimilés', 'confiture et miel')",False,0.23000000000000004,0.711900000000002
461,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,24,petit-dejeuner,accompagne,"['biscottes et panification sèche', 'pain', 'margarine', 'confiture et miel']","('margarine', 'huile')",False,0.05999999999999998,0.707600000000002
462,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,24,petit-dejeuner,accompagne,"['viennoiserie', 'sucre et assimilés']","('sucre et assimilés', 'confiture et miel')",False,0.2,0.7144000000000013
463,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,24,petit-dejeuner,seul,"['café', 'margarine']",(),False,0.19,0.6766000000000014
464,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,24,petit-dejeuner,seul,"['cacao, poudres et boissons cacaotées', 'café', 'jus de fruits (purs et à base  de concentré)', 'margarine', 'yaourts et assimilés']",(),False,0.16999999999999998,0.6904000000000021
465,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,24,dejeuner,accompagne,"['sauces', 'pommes de terre et apparentés', 'haricots verts et petits pois (légumes potagers)', 'légumes feuilles', 'légumes racines, tubercules ou bulbes', 'huile', 'poissons de mer', 'fruits']",(),False,0.23000000000000004,0.711900000000002
466,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,24,dejeuner,seul,"['autres boissons fraîches', 'eau du robinet', 'pain', 'haricots verts et petits pois (légumes potagers)', 'légumes feuilles', 'légumes fruits', 'porc', 'pâtés, terrines, rillettes et foie gras', 'fromages frais non affinés', 'fruits']","('fromages frais non affinés', 'lait en bouteille ou en brique')",True,0.05999999999999998,0.703300000000002
467,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,24,dejeuner,accompagne,"['eau de source', 'pain', 'beurre', 'légumes secs']",(),False,0.2,0.7144000000000013
468,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,24,dejeuner,accompagne,"['eau du robinet', 'eau de source', 'spiritueux et vins cuits', 'blé', 'pain', 'huile', 'pizzas']",(),False,0.19,0.6766000000000014
469,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,24,dejeuner,accompagne,"['autre eau', 'eau du robinet', 'sauces', 'pommes de terre et apparentés', 'margarine', 'huile', 'agneau', 'volailles et lapins', 'fruits']","('margarine', 'huile')",False,0.16999999999999998,0.6861000000000022
470,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,24,gouter,accompagne,"['eau du robinet', 'eau minérale plate']","('eau du robinet', 'eau de source')",True,0.23000000000000004,0.707600000000002
471,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,24,gouter,accompagne,"['eau du robinet', 'vin', 'crème dessert et lait gélifié']",(),False,0.05999999999999998,0.703300000000002
472,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,24,gouter,seul,"['eau du robinet', 'jus de fruits (purs et à base  de concentré)']","('jus de fruits (purs et à base  de concentré)', 'eau du robinet')",False,0.2,0.7102000000000013
473,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,24,gouter,accompagne,"['eau du robinet', 'pain', 'biscuits salés pour apéritif', 'fruits']","('biscuits salés pour apéritif', 'fruits')",True,0.19,0.6724000000000014
474,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,24,gouter,seul,"['eau du robinet', 'fruits', 'sucre et assimilés']",(),False,0.16999999999999998,0.6861000000000022
475,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,24,diner,accompagne,"['autre eau', 'cidre', 'sauces', 'huile', 'fromage blanc et petits suisses', 'crème dessert et lait gélifié', 'fruits']",(),False,0.23000000000000004,0.707600000000002
476,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,24,diner,accompagne,"['bière', 'pain', 'champignons', 'légumes feuilles', 'légumes racines, tubercules ou bulbes', 'beurre', 'oeufs et dérivés', 'poissons de mer', 'autres sandwichs', 'potages et soupes']","('beurre', 'margarine')",False,0.049999999999999975,0.6990000000000021
477,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,24,diner,seul,"['eau de source', 'légumes feuilles', 'volailles et lapins', 'pizzas', 'lait en bouteille ou en brique', 'sucre et assimilés']",(),False,0.2,0.7102000000000013
478,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,24,diner,seul,"['herbes aromatiques', 'sel et épices', 'légumes racines, tubercules ou bulbes', 'légumes tiges', 'jambons et charcuteries en pièces', 'pizzas', 'fromages affinés', 'fruits']","('sel et épices', 'herbes aromatiques')",False,0.19,0.6682000000000015
479,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,24,diner,seul,"['cocktails et mélanges', 'eau du robinet', 'pain', 'boeuf en pièces ou haché', 'crustacés', 'poissons de mer']",(),False,0.16999999999999998,0.6861000000000022
480,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,25,petit-dejeuner,seul,"['café', 'jus de fruits (purs et à base  de concentré)', 'eau minérale plate', 'beurre', 'lait en bouteille ou en brique', 'yaourts et assimilés', 'biscuits sucrés', 'fruits', 'sucre et assimilés']","('biscuits sucrés', 'fruits')",True,0.23000000000000004,0.703300000000002
481,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,25,petit-dejeuner,accompagne,"['café', 'pain', 'lait en bouteille ou en brique', 'confiture et miel']",(),False,0.049999999999999975,0.6990000000000021
482,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,25,petit-dejeuner,seul,"['café', 'pain', 'confiture et miel']",(),False,0.2,0.7102000000000013
483,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,25,petit-dejeuner,accompagne,"['café', 'eau minérale plate', 'margarine', 'lait en bouteille ou en brique', 'yaourts et assimilés', 'fruits']",(),False,0.19,0.6682000000000015
484,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,25,petit-dejeuner,accompagne,"['pain', 'margarine', 'viennoiserie', 'confiture et miel']","('viennoiserie', 'fruits')",False,0.16999999999999998,0.6818000000000022
485,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,25,dejeuner,accompagne,"['pain', 'légumes feuilles', 'légumes racines, tubercules ou bulbes']","('pain', 'pâtes alimentaires')",False,0.23000000000000004,0.6990000000000021
486,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,25,dejeuner,seul,"['café', 'sel et épices', 'pain', 'pommes de terre et apparentés', 'légumes feuilles', 'légumes fruits', 'jambons et charcuteries en pièces', 'poissons de mer', 'fromages frais non affinés', 'chocolat en tablettes']","('chocolat en tablettes', 'fruits')",True,0.049999999999999975,0.6947000000000021
487,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,25,dejeuner,accompagne,"['café', 'eau de source', 'pain', 'pommes de terre et apparentés', 'huile', 'plats garnis à base de viande']",(),False,0.2,0.7102000000000013
488,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,25,dejeuner,seul,"['café', 'haricots verts et petits pois (légumes potagers)', 'boeuf en pièces ou haché', 'fromages affinés', 'yaourts et assimilés', 'fruits', 'sucre et assimilés']","('fromages affinés', 'fromage blanc et petits suisses')",False,0.19,0.6640000000000015
489,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,25,dejeuner,seul,"['cocktails et mélanges', 'eau minérale plate', 'herbes aromatiques', 'pain', 'légumes racines, tubercules ou bulbes', 'huile', 'yaourts et assimilés']",(),False,0.16999999999999998,0.6818000000000022
490,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,25,gouter,seul,"['café', 'thé et infusions', 'fruits']","('café', 'cacao, poudres et boissons cacaotées')",False,0.23000000000000004,0.6947000000000021
491,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,25,gouter,seul,"['eau du robinet', 'vin']","('vin', 'eau du robinet')",True,0.049999999999999975,0.6904000000000021
492,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,25,gouter,accompagne,['sucre et assimilés'],"('sucre et assimilés', 'confiture et miel')",False,0.2,0.7060000000000013
493,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,25,gouter,accompagne,"['eau minérale plate', 'fruits']",(),False,0.19,0.6640000000000015
494,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,25,gouter,seul,"['thé et infusions', 'sucre et assimilés']","('sucre et assimilés', 'confiture et miel')",False,0.16999999999999998,0.6775000000000022
495,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,25,diner,accompagne,"['pommes de terre et apparentés', 'crème dessert et lait gélifié']","('crème dessert et lait gélifié', 'fruits')",True,0.23000000000000004,0.6904000000000021
496,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,25,diner,seul,"['eau de source', 'potages et soupes', 'fromage blanc et petits suisses']","('fromage blanc et petits suisses', 'lait en bouteille ou en brique')",False,0.049999999999999975,0.6861000000000022
497,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,25,diner,accompagne,"['café', 'herbes aromatiques', 'pâtes alimentaires', 'pain', 'légumes racines, tubercules ou bulbes', 'autres sandwichs', 'fromages affinés', 'biscuits sucrés', 'sucre et assimilés']","('fromages affinés', 'crème fraîche')",False,0.2,0.7018000000000013
498,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,25,diner,seul,"['pain', 'mélanges de légumes, légumes préparés et autres légumes', 'potages et soupes', 'fruits', 'sucre et assimilés']",(),False,0.19,0.6640000000000015
499,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,25,diner,accompagne,"['café', 'eau du robinet', 'herbes aromatiques', 'pâtes alimentaires', 'légumes fruits', 'potages et soupes', 'biscuits salés pour apéritif']",(),False,0.16999999999999998,0.6775000000000022
500,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,26,petit-dejeuner,accompagne,"['café', 'eau minérale plate', 'margarine', 'biscuits sucrés']","('biscuits sucrés', 'fruits')",True,0.23000000000000004,0.6861000000000022
501,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,26,petit-dejeuner,accompagne,"['café', 'confiture et miel']",(),False,0.049999999999999975,0.6861000000000022
502,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,26,petit-dejeuner,seul,"['café', 'jus de fruits (purs et à base  de concentré)', 'margarine', 'confiture et miel']",(),False,0.2,0.7018000000000013
503,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,26,petit-dejeuner,seul,"['café', 'beurre', 'lait en bouteille ou en brique']","('beurre', 'margarine')",True,0.19,0.6598000000000015
504,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,26,petit-dejeuner,accompagne,"['café', 'chicorée et poudre maltée', 'thé et infusions', 'sucre et assimilés']",(),False,0.16999999999999998,0.6775000000000022
505,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,26,dejeuner,seul,"['sauces', 'légumes feuilles', 'margarine', 'agneau', 'plats à base de pâtes ou de pommes de terre', 'fruits']","('margarine', 'huile')",False,0.23000000000000004,0.6818000000000022
506,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,26,dejeuner,seul,"['eau du robinet', 'herbes aromatiques', 'pain', 'légumes fruits', 'pâtés, terrines, rillettes et foie gras', 'fromages affinés', 'lait en bouteille ou en brique']","('fromages affinés', 'lait en bouteille ou en brique')",False,0.049999999999999975,0.6818000000000022
507,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,26,dejeuner,seul,"['jus de fruits (purs et à base  de concentré)', 'sauces', 'haricots verts et petits pois (légumes potagers)', 'légumes feuilles', 'huile']",(),False,0.2,0.7018000000000013
508,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,26,dejeuner,seul,"['aliments destinés à une alimentation particulière', 'eau minérale plate', 'sauces', 'pommes de terre et apparentés', 'volailles et lapins', 'pâtés, terrines, rillettes et foie gras', 'boeuf en pièces ou haché', 'fromages affinés']","('fromages affinés', 'yaourts et assimilés')",True,0.19,0.6556000000000015
509,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,26,dejeuner,accompagne,"['eau de source', 'eau du robinet', 'sel et épices', 'huile', 'yaourts et assimilés', 'fruits']","('sel et épices', 'sauces')",True,0.16999999999999998,0.6732000000000022
510,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,26,gouter,seul,"['thé et infusions', 'autres céréales pour petit déjeuner']",(),False,0.23000000000000004,0.6818000000000022
511,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,26,gouter,seul,"['eau du robinet', 'fruits']",(),False,0.049999999999999975,0.6818000000000022
512,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,26,gouter,seul,"['café', 'eau du robinet', 'sucre et assimilés']",(),False,0.2,0.7018000000000013
513,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,26,gouter,accompagne,"['yaourts et assimilés', 'biscuits salés pour apéritif']",(),False,0.19,0.6556000000000015
514,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,26,gouter,accompagne,"['café', 'eau du robinet', 'lait en bouteille ou en brique', 'biscuits salés pour apéritif']","('biscuits salés pour apéritif', 'fruits')",True,0.16999999999999998,0.6689000000000023
515,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,26,diner,seul,"['eau du robinet', 'huile', 'agneau', 'jambons et charcuteries en pièces', 'yaourts et assimilés']",(),False,0.23000000000000004,0.6818000000000022
516,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,26,diner,seul,"['bière', 'eau de source', 'sauces', 'jambons et charcuteries en pièces', 'pâtés, terrines, rillettes et foie gras', 'entremets']","('jambons et charcuteries en pièces', 'volailles et lapins')",True,0.049999999999999975,0.6775000000000022
517,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,26,diner,accompagne,"['pain', 'légumes racines, tubercules ou bulbes', 'huile', 'jambons et charcuteries en pièces', 'oeufs et dérivés', 'bouillons', 'fruits']",(),False,0.2,0.7018000000000013
518,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,26,diner,seul,"['eau du robinet', 'eau minérale gazeuse', 'eau minérale plate', 'spiritueux et vins cuits', 'fromages affinés', 'yaourts et assimilés']","('fromages affinés', 'fromage blanc et petits suisses')",False,0.19,0.6514000000000015
519,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,26,diner,accompagne,"['eau du robinet', ""condiments d'assaisonnement"", 'sauces', 'pain', 'champignons', 'choux', 'haricots verts et petits pois (légumes potagers)', 'saucisses, saucissons, andouilles et boudins', 'crustacés', 'volailles et lapins', 'poissons de mer', 'beignets, crêpes et gaufres']","(""condiments d'assaisonnement"", 'sauces')",False,0.16999999999999998,0.6646000000000023
520,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,27,petit-dejeuner,seul,"['margarine', 'fruits secs et châtaignes', 'lait en bouteille ou en brique', 'biscuits sucrés']","('biscuits sucrés', 'fruits')",False,0.23000000000000004,0.6775000000000022
521,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,27,petit-dejeuner,accompagne,"['biscottes et panification sèche', 'pain', 'beurre', 'yaourts et assimilés', 'confiture et miel']","('beurre', 'huile')",False,0.049999999999999975,0.6732000000000022
522,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,27,petit-dejeuner,seul,"['café', 'eau du robinet', 'jus de fruits (purs et à base  de concentré)', 'pain', 'viennoiserie', 'sucre et assimilés']","('viennoiserie', 'fruits')",False,0.19,0.6976000000000013
